Gene	GSM346111	GSM346114	GSM346115	GSM346116	GSM346117	GSM346118	GSM346120	GSM346122	Mean_Expression
YBR161W	13.514	12.041	14.549	26.391	61.427	61.798	37.051	43.834	33.825625
YBR162C	327.968	341.129	273.043	230.781	126.247	150.232	137.034	122.271	213.58812500000002
YBR162W-A	465.217	626.62	431.13	700.966	799.328	652.18	757.943	732.334	645.71475
YBR163W	4.015	4.326	6.484	4.735	41.501	40.104	23.189	21.522	18.234499999999997
YBR164C	137.122	151.193	215.153	225.627	409.217	378.647	524.098	461.906	312.87037499999997
YBR165W	21.132	26.946	27.302	56.289	133.529	127.318	100.427	102.703	74.45575
YBR166C	43.268	33.802	30.746	34.576	150.371	139.609	124.232	114.42	83.878
YBR167C	24.941	28.368	44.754	42.675	53.505	77.059	54.874	74.273	50.05612500000001
YBR168W	8.047	4.591	6.116	11.427	70.348	57.646	62.803	59.208	35.023250000000004
YBR169C	18.65	17.204	214.786	233.567	14.549	13.141	83.37	102.797	87.25800000000001
YBR170C	34.759	37.819	55.226	69.384	46.597	46.273	84.866	96.236	58.894999999999996
YBR171W	120.045	150.235	144.51	198.277	279.833	201.664	277.011	212.805	198.0475
YBR172C	34.671	25.81	22.226	15.642	59.772	62.049	41.926	34.049	37.018125
YBR173C	240.012	214.108	457.507	451.975	115.102	101.236	202.568	223.095	250.700375
YBR175W	19.836	15.363	21.356	31.475	178.434	214.867	112.924	152.846	93.387625
YBR176W	20.652	22.253	5.39	21.358	91.535	82.208	24.784	43.833	39.001625000000004
YBR177C	55.506	56.773	141.93	172.54	46.683	53.015	121.072	157.753	100.65899999999999
YBR179C	14.436	11.728	9.868	12.398	27.08	30.869	36.298	31.935	21.826500000000003
YBR180W	1.027	0.0	0.0	0.57	2.002	1.805	0.0	0.734	0.76725
YBR182C	3.461	2.331	2.795	4.322	29.872	30.909	5.997	11.751	11.42975
YBR182C-A	2.989	1.611	0.0	2.488	3.498	8.599	0.0	0.0	2.398125
YBR183W	11.123	3.995	29.272	31.89	62.906	44.734	62.402	97.161	42.935375
YBR184W	4.49	3.83	2.417	5.917	27.143	19.551	20.002	12.835	12.023125
YBR185C	23.162	26.849	25.693	50.245	50.1	56.197	44.475	54.178	41.362375
YBR186W	0.0	0.378	0.0	0.584	2.875	3.87	1.39	3.01	1.513375
YBR187W	134.502	150.565	117.049	117.761	410.999	423.661	179.395	193.755	215.960875
YBR188C	44.339	33.594	38.787	43.828	63.233	61.116	101.516	57.438	55.481375
YBR189W	4716.21	5942.67	1385.726	1502.321	7315.548	7993.722	2113.623	1961.412	4116.4039999999995
YBR192W	24.882	30.443	32.37	32.363	151.645	129.981	55.429	55.204	64.03962499999999
YBR193C	27.959	18.829	35.746	38.546	46.007	40.213	74.393	65.568	43.407624999999996
YBR194W	22.044	38.175	50.857	61.601	123.444	83.038	121.595	90.028	73.84775
YBR195C	12.51	11.483	8.979	13.884	59.637	67.528	27.523	29.141	28.835625
YBR196C	1836.237	2008.906	2384.684	2053.664	725.452	979.599	1211.534	1414.132	1576.7759999999998
YBR196C-A	0.0	0.0	0.0	3.225	18.134	13.002	7.671	0.0	5.2540000000000004
YBR196C-B	0.0	0.0	0.0	0.0	0.0	13.193	0.0	0.0	1.649125
YBR197C	22.442	18.862	11.598	17.186	19.958	23.241	31.996	30.796	22.009874999999997
YBR198C	34.611	34.254	31.714	34.327	36.479	27.303	43.746	35.614	34.756
YBR199W	62.808	67.679	121.629	157.547	259.452	281.521	397.314	460.65	226.075
YBR200W	25.573	23.729	32.121	30.156	50.704	45.976	75.956	74.885	44.8875
YBR200W-A	0.0	0.0	0.0	0.0	0.0	1.691	0.0	0.0	0.211375
YBR201C-A	17.152	9.241	24.622	14.277	20.07	38.375	22.642	14.302	20.085124999999998
YBR201W	23.075	18.4	29.813	23.049	114.486	143.377	91.385	104.891	68.5595
YBR202W	25.503	20.735	24.961	22.0	48.018	53.909	33.054	36.786	33.12075
YBR203W	0.848	0.686	1.826	2.648	3.97	4.677	5.459	5.759	3.234125
YBR204C	10.423	13.758	35.909	46.416	47.565	50.22	100.096	145.26	56.205875
YBR205W	88.55	78.211	102.109	96.265	221.388	220.156	294.152	277.014	172.23062500000003
YBR207W	26.5	18.81	40.758	47.968	105.33	105.672	127.434	129.872	75.293
YBR208C	6.947	5.873	26.235	13.878	14.757	13.322	49.521	40.713	21.40575
YBR210W	30.059	43.432	52.957	80.75	153.483	155.903	178.562	140.619	104.47062500000001
YBR211C	18.685	21.758	25.958	30.605	109.321	111.545	75.192	73.665	58.341125000000005
YBR212W	51.574	25.903	68.389	66.458	13.979	13.97	16.732	21.658	34.832875
YBR213W	16.378	9.208	210.06	318.887	5.833	8.535	112.8	113.49	99.39887499999999
YBR214W	18.194	9.402	53.567	72.632	11.731	9.613	21.322	33.702	28.770375
YBR215W	24.682	21.993	27.255	30.027	32.954	21.391	43.234	32.115	29.206375
YBR216C	13.073	14.713	21.269	27.81	52.012	52.092	70.183	82.64	41.724
YBR217W	7.322	4.508	13.514	21.767	117.498	88.761	109.772	85.223	56.045625
YBR220C	12.232	15.252	15.051	16.582	95.285	109.413	80.275	100.412	55.56275000000001
YBR221C	348.631	323.604	495.485	527.961	293.623	321.236	390.098	505.592	400.77875
YBR221W-A	0.0	0.0	0.0	0.0	0.0	2.639	0.0	0.0	0.329875
YBR222C	68.835	61.941	155.205	140.396	33.737	45.442	90.631	93.758	86.243125
YBR223C	3.238	4.07	7.746	8.684	9.261	8.106	22.082	17.483	10.08375
YBR225W	7.402	4.223	8.907	11.96	7.897	6.889	12.501	9.336	8.639375000000001
YBR227C	31.231	30.41	28.358	37.899	50.635	40.23	56.627	44.105	39.936875
YBR228W	7.064	3.114	8.297	11.226	53.353	36.33	41.963	38.095	24.93025
YBR229C	26.086	25.896	44.671	40.35	24.275	29.05	43.112	56.519	36.244875
YBR230C	86.511	60.511	395.442	535.667	60.383	37.838	159.282	178.983	189.32712499999997
YBR230W-A	52.216	31.259	206.133	226.983	88.256	45.896	201.046	194.891	130.835
YBR231C	30.926	19.786	30.521	53.631	39.203	26.874	67.617	52.956	40.18925
YBR233W	28.876	16.323	19.367	23.248	17.172	18.383	12.186	20.3	19.481875000000002
YBR233W-A	63.607	50.853	83.946	63.195	134.454	139.689	97.511	114.386	93.455125
YBR234C	107.902	112.157	236.728	219.461	66.108	69.789	195.52	172.791	147.557
YBR235W	7.35	4.903	11.305	6.118	11.672	13.844	15.594	15.635	10.802625
YBR236C	34.983	27.064	46.356	58.613	91.317	78.915	155.416	137.195	78.73237499999999
YBR237W	6.0	8.081	13.913	11.909	35.642	27.104	50.718	42.715	24.510250000000003
YBR238C	15.271	11.836	6.923	5.575	10.032	10.533	3.183	3.638	8.373875
YBR239C	3.699	4.384	4.779	3.695	9.522	7.448	10.254	5.816	6.199625
YBR240C	0.435	0.702	1.872	1.447	9.662	13.543	5.163	7.765	5.073625
YBR241C	8.017	4.104	42.296	29.364	7.505	8.072	28.576	24.067	19.000125
YBR242W	49.961	50.746	24.69	27.27	102.547	89.136	69.737	39.22	56.663375
YBR243C	18.334	21.167	50.759	30.16	41.375	40.183	63.965	62.711	41.08175
YBR244W	177.504	168.654	173.03	227.622	457.513	384.681	322.984	354.021	283.251125
YBR245C	52.083	49.2	40.747	44.799	24.175	20.808	26.814	22.707	35.166625
YBR246W	27.272	17.959	21.75	30.689	85.1	74.335	79.005	77.246	51.66949999999999
YBR247C	76.547	66.336	6.105	7.08	75.353	75.145	39.297	18.526	45.548624999999994
YBR248C	62.398	64.945	183.982	150.213	146.859	134.111	248.517	202.459	149.18550000000002
YBR249C	530.258	514.186	482.192	429.077	472.156	495.026	298.053	283.482	438.05375
YBR250W	1.122	0.403	3.222	0.623	6.129	4.484	0.741	2.139	2.357875
YBR251W	37.521	36.319	42.45	57.171	145.852	118.298	112.073	117.265	83.368625
YBR252W	205.977	156.504	156.371	140.681	312.093	270.935	203.931	206.666	206.64475
YBR253W	60.808	39.659	99.926	130.539	170.396	145.001	158.433	193.285	124.75587499999999
YBR254C	58.888	47.292	47.85	51.793	158.617	150.753	110.006	108.0	91.649875
YBR255C-A	22.126	25.675	47.643	51.002	23.899	28.559	37.071	35.276	33.906375
YBR255W	8.465	5.777	8.506	12.214	36.319	26.515	43.581	36.905	22.28525
YBR256C	58.97	57.807	130.506	170.44	299.973	257.984	445.992	523.907	243.19737500000002
YBR257W	27.975	28.261	24.096	14.554	60.56	55.996	83.093	36.49	41.378125000000004
YBR258C	34.158	32.39	20.594	40.944	100.723	75.331	110.925	82.028	62.13662500000001
YBR259W	1.423	1.687	4.903	2.843	27.643	28.656	22.544	22.376	14.009375
YBR260C	19.404	13.781	27.855	28.388	19.609	17.337	37.258	28.997	24.078625000000002
YBR261C	91.566	71.512	74.164	77.619	56.03	64.843	73.191	84.056	74.122625
YBR262C	51.049	39.291	66.738	104.715	228.27	218.521	202.166	165.486	134.52949999999998
YBR263W	215.591	200.26	133.25	108.672	77.083	84.22	45.852	67.626	116.56925
YBR264C	36.194	24.244	56.872	54.556	83.559	70.817	92.975	99.977	64.89925
YBR265W	74.449	58.195	52.561	65.527	82.118	76.653	99.085	99.878	76.05825
YBR267W	66.647	85.214	10.71	10.764	165.285	146.172	59.091	21.684	70.695875
YBR268W	71.77	56.515	67.364	98.037	159.349	115.578	138.47	149.939	107.12775
YBR269C	54.812	71.936	202.763	252.697	50.982	28.974	119.668	133.597	114.42862500000001
YBR270C	1.436	0.58	0.0	2.69	26.891	23.241	14.22	16.425	10.685374999999999
YBR271W	16.799	19.358	6.029	5.826	76.443	76.287	36.035	20.677	32.18175
YBR272C	18.339	17.785	23.693	34.941	66.762	64.281	99.257	117.09	55.2685
YBR273C	45.747	46.879	70.5	107.52	107.586	79.56	155.416	172.456	98.20800000000001
YBR274W	6.683	8.002	18.389	15.454	50.399	57.498	46.319	73.508	34.531499999999994
YBR275C	6.858	6.066	2.865	3.664	14.253	10.6	8.513	9.364	7.772875000000001
YBR276C	6.068	4.316	12.022	12.729	42.322	48.994	59.12	73.212	32.347875
YBR278W	20.34	28.179	27.112	44.342	104.268	99.837	70.961	90.683	60.71525
YBR279W	43.507	47.828	62.455	54.872	104.904	59.837	117.477	95.17	73.25625
YBR280C	6.147	3.146	9.927	13.815	12.947	11.788	21.301	32.071	13.89275
YBR281C	17.852	18.154	35.557	45.136	28.461	27.281	59.651	66.027	37.264875
YBR282W	74.441	68.039	88.733	95.16	178.88	141.483	165.829	142.511	119.3845
YBR283C	176.465	166.489	164.199	153.868	151.363	163.655	130.441	130.402	154.61025
YBR284W	0.246	0.662	2.117	2.455	4.602	6.127	1.947	6.675	3.103875
YBR285W	5.39	2.904	34.82	39.26	1.577	3.23	16.01	20.225	15.427
YBR286W	491.949	473.558	1016.149	901.202	218.321	277.088	526.029	549.542	556.7297500000001
YBR287W	36.633	44.902	95.644	88.05	48.76	64.764	83.42	88.693	68.85825
YBR288C	29.971	35.786	29.651	28.656	99.523	95.145	86.613	83.076	61.05262499999999
YBR289W	16.887	18.313	24.242	25.591	23.307	19.514	34.725	27.388	23.745875
YBR290W	31.634	33.76	47.158	85.58	187.218	180.831	148.168	176.092	111.305125
YBR291C	14.363	18.643	23.899	22.825	85.562	78.251	86.615	69.525	49.960375
YBR293W	2.063	1.556	3.554	10.649	72.916	83.888	66.189	74.03	39.355625
YBR294W	0.456	0.369	118.847	86.381	2.135	1.64	115.613	129.753	56.899249999999995
YBR295W	1.29	1.303	2.083	2.55	7.734	7.342	7.98	5.876	4.51975
YBR296C	10.23	31.048	6.608	15.895	63.042	181.135	16.205	17.059	42.65275
YBR296C-A	0.0	0.0	0.0	0.0	0.0	2.314	0.0	0.0	0.28925
YBR298C	0.0	0.0	0.0	0.531	7.462	10.853	8.839	15.04	5.340625
YCL001W	150.067	151.668	158.225	189.527	411.75	331.948	258.215	317.326	246.09074999999999
YCL001W-A	1.269	0.0	0.0	0.0	5.94	1.217	2.513	1.814	1.594125
YCL001W-B	0.0	0.0	0.0	1.907	0.0	1.099	0.0	3.275	0.7851250000000001
YCL002C	4.781	9.016	13.727	17.246	112.826	110.028	59.96	108.21	54.47425
YCL004W	4.507	3.035	10.513	5.627	10.108	11.704	13.386	13.421	9.037624999999998
YCL005W	15.998	6.157	16.404	22.829	73.989	75.604	87.493	69.693	46.020875
YCL005W-A	373.592	327.51	368.137	440.113	351.947	362.778	420.035	371.1	376.9015
YCL008C	20.814	8.752	28.421	30.848	15.445	15.09	30.157	30.478	22.500625000000003
YCL009C	283.699	240.68	323.81	252.456	69.499	72.4	192.676	158.508	199.216
YCL010C	26.357	18.663	24.323	38.237	106.622	84.482	135.693	145.855	72.529
YCL011C	109.9	124.838	42.399	87.669	385.797	356.534	342.747	336.771	223.33187500000003
YCL012C	22.766	33.527	29.413	45.481	23.088	24.74	33.059	34.712	30.84825
YCL014W	17.74	14.401	9.55	11.374	7.714	8.045	12.579	10.88	11.535374999999998
YCL016C	5.143	5.819	7.752	16.696	72.218	64.356	57.03	59.916	36.116249999999994
YCL017C	103.133	92.68	109.342	113.372	53.431	64.732	60.798	82.713	85.02512499999999
YCL021W-A	0.0	0.0	6.674	3.87	30.827	41.606	46.029	36.55	20.694499999999998
YCL024W	7.181	7.128	3.662	4.247	17.249	15.856	14.969	17.964	11.032
YCL025C	12.371	12.831	129.2	158.59	30.038	38.85	171.48	224.809	97.271125
YCL026C-A	1.008	1.087	0.0	0.0	4.72	4.834	1.997	2.162	1.976
YCL026C-B	16.134	9.236	106.393	78.9	2.36	2.901	31.947	23.062	33.866625000000006
YCL027W	12.993	12.765	14.811	18.131	25.935	29.863	21.944	25.947	20.298625
YCL028W	200.799	168.0	222.425	189.244	66.084	71.045	113.739	107.635	142.37137499999997
YCL029C	27.555	23.466	22.011	18.868	50.966	45.173	38.722	37.482	33.030375
YCL030C	173.085	216.493	660.937	618.548	187.904	234.961	526.72	591.722	401.29625
YCL031C	78.211	71.529	50.948	76.044	372.224	321.717	210.829	178.969	170.058875
YCL032W	11.857	7.605	10.942	20.209	63.424	61.447	79.377	81.109	41.996249999999996
YCL033C	70.573	54.853	127.052	99.193	108.303	90.967	178.69	214.162	117.97412500000002
YCL034W	49.671	42.224	124.783	139.659	142.077	136.269	321.297	276.117	154.012125
YCL035C	335.75	254.768	1124.192	1066.703	209.808	175.297	842.353	748.792	594.7078750000001
YCL036W	8.299	9.315	2.234	5.181	197.052	202.587	26.704	16.806	58.52225
YCL037C	382.075	290.573	42.688	28.504	51.668	36.506	21.412	14.813	108.52987499999999
YCL038C	7.412	7.188	17.556	22.828	24.285	31.449	23.483	43.174	22.171875
YCL039W	7.098	9.065	12.454	14.881	17.535	13.99	16.138	21.42	14.072625
YCL043C	684.467	712.507	1102.563	951.666	203.082	231.83	619.032	587.788	636.6168749999999
YCL044C	26.256	17.683	39.373	28.49	10.973	13.262	22.282	22.787	22.63825
YCL045C	88.139	80.812	123.196	86.882	62.424	59.678	58.176	62.81	77.764625
YCL047C	26.458	15.07	17.905	19.507	101.725	80.096	58.378	79.962	49.88762499999999
YCL048W	0.422	0.683	0.91	0.352	0.494	1.215	2.509	3.321	1.2382499999999999
YCL049C	8.135	7.755	24.256	19.274	32.953	40.504	37.175	59.04	28.6365
YCL050C	387.518	343.825	427.043	431.444	137.388	123.665	169.851	163.048	272.97275
YCL051W	19.473	10.853	20.965	23.475	23.572	18.028	27.922	33.354	22.20525
YCL052C	13.159	13.42	33.396	44.207	107.238	99.593	191.708	200.532	87.906625
YCL054W	69.417	91.493	6.521	6.98	129.202	119.052	60.425	25.806	63.611999999999995
YCL055W	41.397	29.843	51.474	58.725	134.404	141.165	125.843	148.767	91.45224999999999
YCL056C	8.085	17.425	11.607	26.921	124.57	89.157	74.714	82.828	54.413375
YCL057C-A	153.189	101.828	248.465	245.093	116.398	119.227	252.122	199.066	179.4235
YCL057W	65.737	65.056	126.151	99.365	41.197	34.022	126.356	112.838	83.84025
YCL058W-A	42.797	79.319	29.489	21.374	118.185	109.156	77.964	34.258	64.06775
YCL059C	178.58	194.094	33.264	65.838	348.515	312.251	95.439	70.662	162.330375
YCL061C	15.916	13.874	10.782	13.248	15.485	11.574	23.371	20.961	15.651375
YCL063W	16.178	12.95	15.925	25.394	26.503	31.025	27.458	20.482	21.989375
YCL064C	390.236	345.056	15.193	27.559	505.534	464.737	11.822	13.577	221.71425
YCR002C	94.609	87.569	159.32	142.866	91.546	83.448	159.719	163.411	122.811
YCR003W	56.337	56.697	91.554	85.827	215.181	216.079	197.852	165.618	135.643125
YCR004C	238.394	272.194	661.21	703.739	187.51	217.613	717.459	757.136	469.40687499999996
YCR005C	190.483	169.061	276.494	436.743	2363.754	2816.768	729.107	1141.698	1015.5135
YCR007C	7.341	6.592	22.832	16.973	27.678	26.982	33.916	27.398	21.214
YCR008W	27.269	25.011	17.476	18.645	56.6	45.447	23.784	21.578	29.47625
YCR009C	184.762	158.638	351.878	392.149	304.055	300.328	572.83	642.897	363.44212500000003
YCR010C	0.0	0.743	0.0	1.148	0.0	2.975	2.731	4.436	1.504125
YCR011C	34.19	31.707	61.149	76.669	99.251	85.809	174.984	198.29	95.256125
YCR012W	10220.128	12015.206	15687.927	16264.543	4639.301	5281.786	11172.09	12361.424	10955.300625
YCR014C	0.0	1.812	1.448	3.639	48.798	34.666	13.985	17.306	15.20675
YCR015C	18.48	13.939	31.833	33.841	81.449	72.059	136.61	135.158	65.421125
YCR016W	88.164	100.44	33.331	24.649	156.716	125.838	89.287	33.671	81.51200000000001
YCR017C	31.87	34.453	41.175	39.365	40.421	53.232	81.429	74.947	49.6115
YCR018C	26.447	33.247	32.27	52.101	156.796	134.402	87.28	72.457	74.375
YCR019W	12.919	8.41	10.432	14.786	56.688	47.743	61.821	49.244	32.755375
YCR020C	0.906	2.441	3.902	4.525	38.164	54.294	12.558	24.605	17.674374999999998
YCR020C-A	72.242	58.973	84.849	83.824	204.93	206.762	199.402	167.414	134.7995
YCR020W-B	162.62	161.957	153.861	127.161	400.76	296.505	209.794	163.774	209.55400000000003
YCR021C	2.941	2.536	11.401	19.588	10.326	10.436	1.165	10.932	8.665625
YCR023C	10.573	9.321	11.038	11.735	49.113	47.004	48.216	54.499	30.187375
YCR024C	8.35	5.784	13.699	10.922	10.701	12.772	17.322	17.62	12.14625
YCR024C-A	3764.132	4756.599	3408.46	4180.304	1251.362	1246.766	1035.467	784.523	2553.451625
YCR024C-B	0.0	11.795	18.855	34.623	1206.523	1390.655	1101.044	807.342	571.3546249999999
YCR026C	16.893	16.497	27.282	29.662	48.492	49.733	75.264	74.706	42.316125
YCR027C	23.294	27.611	32.102	48.088	82.864	58.521	92.252	81.246	55.74725
YCR028C	18.343	14.824	26.332	22.267	42.48	64.124	45.402	58.721	36.561625
YCR028C-A	448.815	501.474	625.906	564.152	266.114	245.504	336.996	286.329	409.41125
YCR030C	28.149	23.295	56.734	57.735	14.757	13.388	24.971	29.776	31.100625000000004
YCR032W	2.353	2.877	2.924	3.164	12.392	12.845	15.055	13.262	8.109
YCR033W	15.989	13.697	14.46	16.77	28.626	23.074	33.877	25.141	21.45425
YCR034W	212.245	186.544	129.712	89.039	150.859	182.461	89.183	79.267	139.91375000000002
YCR035C	42.169	54.528	45.935	46.665	227.563	216.92	137.531	127.647	112.36975
YCR036W	38.125	48.666	93.46	120.105	169.524	163.099	254.351	260.326	143.457
YCR037C	9.977	6.405	12.799	20.145	68.56	86.103	55.907	59.476	39.921499999999995
YCR042C	11.287	11.787	17.403	15.079	29.513	28.393	46.908	46.112	25.81025
YCR043C	128.15	137.267	82.126	126.991	244.568	193.096	141.982	197.356	156.442
YCR044C	22.439	17.987	40.068	35.078	94.78	92.098	115.956	134.948	69.16925
YCR045C	0.0	0.429	0.858	0.0	1.399	1.337	1.578	0.57	0.771375
YCR046C	56.358	50.194	86.682	72.762	34.992	39.703	70.602	60.831	59.0155
YCR047C	43.989	39.755	6.111	11.221	162.722	143.206	57.601	37.017	62.70275
YCR048W	21.18	18.846	23.495	16.028	29.666	40.311	47.024	34.404	28.86925
YCR051W	98.293	108.28	62.362	55.52	129.394	104.769	106.006	88.442	94.13324999999999
YCR052W	48.601	40.805	38.372	39.444	55.922	48.544	56.138	47.183	46.876124999999995
YCR053W	488.768	495.705	559.014	463.569	176.389	205.861	263.062	239.688	361.507
YCR054C	15.296	13.298	5.988	5.209	48.813	48.166	17.897	15.156	21.227874999999997
YCR057C	42.245	34.084	5.485	3.534	71.789	73.89	20.177	11.228	32.803999999999995
YCR059C	25.702	15.07	13.022	16.99	72.534	89.519	65.863	50.246	43.61825
YCR060W	60.979	47.873	75.031	63.811	163.095	136.153	127.646	149.425	103.00162499999999
YCR061W	23.89	21.564	84.179	84.194	4.357	6.248	12.902	13.083	31.302124999999997
YCR063W	30.929	21.329	5.328	16.477	8.686	17.201	22.047	13.263	16.9075
YCR065W	45.112	52.723	53.8	42.75	24.769	27.617	32.295	27.034	38.262499999999996
YCR066W	6.829	4.545	9.515	6.687	38.073	35.243	34.998	28.997	20.610875
YCR067C	29.26	26.77	40.022	37.223	23.256	29.203	23.321	23.543	29.074749999999998
YCR068W	7.526	6.285	11.343	20.359	5.284	7.396	15.647	22.053	11.986625
YCR069W	67.546	56.574	128.257	123.185	31.616	41.216	64.444	88.653	75.186375
YCR071C	63.807	65.174	71.559	107.332	108.883	62.457	89.495	101.658	83.79562499999999
YCR072C	41.792	34.798	6.545	4.427	76.91	87.977	31.597	17.921	37.745875
YCR073C	1.031	1.746	0.317	0.736	12.065	12.076	3.208	2.211	4.17375
YCR073W-A	36.573	48.092	46.717	86.169	33.366	24.667	95.74	94.366	58.21124999999999
YCR075C	18.754	16.975	35.537	31.222	116.748	94.23	169.34	165.672	81.05975000000001
YCR075W-A	71.69	71.732	132.316	172.631	38.948	57.693	111.537	137.244	99.223875
YCR076C	24.959	21.432	25.193	40.254	75.753	76.285	105.023	125.428	61.790875
YCR077C	81.7	65.232	83.193	64.32	38.586	39.052	49.703	47.136	58.61525000000001
YCR079W	0.0	1.669	10.48	11.417	20.709	19.303	52.565	63.243	22.42325
YCR081W	5.084	4.664	5.621	4.804	10.933	10.342	10.883	9.427	7.71975
YCR082W	137.759	148.443	254.258	321.33	256.853	204.67	617.506	569.11	313.741125
YCR083W	59.498	58.359	108.407	176.518	76.762	66.559	151.045	136.296	104.1805
YCR084C	113.437	69.996	97.586	66.074	35.675	33.843	48.949	42.206	63.47075000000001
YCR086W	28.676	28.693	44.105	50.297	31.158	27.496	66.922	45.382	40.341125
YCR087C-A	152.297	147.014	21.863	39.088	173.754	140.556	60.314	47.168	97.75675000000001
YCR088W	313.122	271.671	542.525	523.764	30.179	28.851	138.147	122.176	246.304375
YCR089W	1.462	1.248	0.787	1.116	5.419	3.623	1.448	2.178	2.1601250000000003
YCR090C	65.194	61.037	71.341	100.528	318.901	279.767	234.906	260.473	174.018375
YCR091W	1.36	1.172	12.3	19.698	2.865	4.043	10.233	11.47	7.892625000000001
YCR092C	10.01	10.164	10.363	8.653	22.977	20.489	32.783	29.444	18.110375
YCR093W	34.427	32.134	43.076	33.071	17.529	15.122	17.134	16.293	26.09825
YCR094W	34.493	28.819	35.522	33.705	45.041	29.719	51.473	43.589	37.795125
YCR095C	24.829	20.648	30.219	32.35	163.584	120.333	145.358	116.504	81.72812499999999
YCR095W-A	0.0	0.0	0.0	0.0	12.84	8.768	21.728	20.913	8.031125
YCR097W	102.414	93.803	176.421	180.445	355.523	283.966	287.292	292.787	221.581375
YCR098C	1.889	1.018	0.813	1.258	26.962	22.999	6.732	11.879	9.19375
YCR099C	0.0	0.0	0.0	1.043	23.458	15.618	22.329	22.387	10.604375000000001
YCR100C	0.618	0.0	0.0	0.0	11.569	16.886	13.459	17.224	7.4695
YCR101C	4.275	4.031	6.904	8.007	11.255	13.835	21.163	29.79	12.407499999999999
YCR105W	1.624	0.0	6.993	2.703	5.067	5.968	7.502	14.313	5.52125
YCR106W	1.884	1.776	1.014	3.136	9.092	10.95	10.724	11.948	6.3155
YDL001W	22.737	15.19	13.708	18.169	67.577	65.84	47.723	52.001	37.868125
YDL002C	56.586	52.19	51.63	85.423	237.922	218.874	214.602	182.336	137.445375
YDL003W	39.766	34.28	33.506	24.466	95.087	84.55	102.022	86.747	62.553000000000004
YDL004W	256.194	242.045	488.91	518.485	193.225	139.127	351.022	347.119	317.015875
YDL005C	40.378	36.91	69.361	59.291	71.668	62.643	102.413	70.039	64.087875
YDL006W	38.888	35.544	34.392	48.556	145.454	135.838	108.631	113.162	82.558125
YDL007W	186.151	192.632	293.882	398.928	305.267	263.665	586.578	606.696	354.224875
YDL008W	40.044	37.439	35.505	71.567	124.034	123.096	156.253	161.619	93.694625
YDL010W	45.558	60.91	69.033	84.975	74.041	57.437	63.482	55.474	63.86375
